ref,term_kor,term_eng,def_kor
http://m.kmle.co.kr//ebook_terminology_view.php?Num=459&Md=0c57df80a0300e7d86e403ca86c3e0b4&TitleLetter=%B5%BF%B1%E2%2C+%B5%BF%C0%CE%2C+%C0%C7%BF%E5%C0%AF%B9%DF%3A+motivation,"동기, 동인, 의욕유발",motivation,    . 동기. 각 개인에게 실행하려고 하는 기분을 불러일으키는 추진력이며 필요성 실천 목표 혹은 자극 만족이라고 하는 네가지 커다란 요인이 있다. . 욕구의 만족이나 목표달성을 지향한 행동을 조절하는 힘.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=460&Md=3831b84d5699ecdf22a542c6cb5c4323&TitleLetter=%B5%BF%B8%C6%3A+artery,동맥,artery,    심장에서 나오는 피를 운반하는 혈관을 말한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=461&Md=485290d05fd3d82c79d04d6412959528&TitleLetter=%B5%BF%B8%C6%B0%FC%B0%B3%C1%B8%C1%F5%3A+patent+ductus+arteriosus,동맥관개존증,patent ductus arteriosus,    선천심장병중의 하나. 태아가 뱃속에 있을 때는 혈액의 흐름이 출생후의 혈액순환과는 다르다. 태아는 호흡을 할 수 없으므로 산소가 있는 혈액을 단지 산모의 혈액에서만 구할 수 있다. 산모의 자궁동맥을 통해 태아의 배꼽정맥으로 넘어간 산화혈액은 간에서 정맥관( )을 거친뒤 심장에 이르게 된다. 심장에 이르른 혈액은 일부는 오른심방에서 곧바로 왼심방으로 가서 다시 좌심실을 거친뒤 대동맥으로 통하게 되지만 일부는 우심방에서 우심실 그리고 우심실에서 폐동맥으로 가는 정상출산아와 비슷한 혈액의 경로를 밟는다. 이때 폐는 자궁내에서는 호흡을 할 수 없으므로 폐의 작용이 없게 되고 따라서 폐동맥으로 건너간 혈액은 폐를 거치지 않고 동맥관( )을 통해 곧바로 동맥에 이른다.    이런 태아의 순환은 출생후 호흡이 시작되면 정상적인 출생 후의 순환으로 바뀌게 된다. 이 경우 태아순환에서만 존재하는 정맥관과 동맥관은 자연히 막히게 되고 우심방에서 좌심방으로 흐르던 혈액의 순환은 없어진다. 그러나 경우에 따라 태아순환에서만 유지되는 동맥관이 막히지 않는 병적인 상태가 발생하는데 주로 미숙아 혹은 선천성 바이러스 감염 등이 원인으로 추정된다. 이런 경우를 동맥관개존증이라 부르고 심장은 불필요한 혈액의 흐름을 부담해야 하므로 일찍 심장기능상실( )에 빠지기 쉽다. 열려있는 동맥관의 크기가 작으면 증상이 가벼워 늦게 치료해도 되지만 큰 동맥관개존증은 빠른 수술적 치료를 하여야 한다. 일부에서는 저절로 막히기도 한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=462&Md=0b50c011deb2b176cd8afd788115ed80&TitleLetter=%B5%BF%B8%C6%C0%DA%B7%E7%2C+%B5%BF%B8%C6%B7%F9%3A+aneurysm,"동맥자루, 동맥류",aneurysm,    동맥의 벽이 늘어나서 생긴 주머니 모양의 병터. 대개 동맥류는 맥박이 뛰는 덩어리 형태로 많이 발견된다. 즉 동맥이 늘어나서 생긴 덩어리여서 맥박이 뛴다. 그리고 늘어난 곳에 피가 흐를때 나는 특이한 쉭쉭하는 소리를 그 덩어리에서 들을 수가 있다. 동맥류가 임상에서 중요하게 다루어지는 이유는 동맥류가 커져서 주위의 조직을 압박할 수 있다는 사실과 동맥류가 터져서 많은 출혈을 동반할 수 있다는 사실에 있다(후자의 중요성이 더욱 크다).
http://m.kmle.co.kr//ebook_terminology_view.php?Num=463&Md=8384fcf29588c9b0feb39fab0a6492b1&TitleLetter=%B5%BF%B8%C6%C0%DA%B7%E7%C0%FD%C1%A6%28%BC%FA%29%3A+aneurysmectomy,동맥자루절제(술),aneurysmectomy,    동맥류의 수술적 처치방법으로 동맥류를 잘라내는 것을 말한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=464&Md=4993067c3566607b169b660d2e00e73b&TitleLetter=%B5%BF%B9%B0%B0%F8%C6%F7%C1%F5%3A+zoophobia,동물공포증,zoophobia,    동물 특히 파충류 쥐 벌레 고양이 개 등을 무서워한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=465&Md=b6aa31ca7ef72a0e44cbf55f2d618e96&TitleLetter=%B5%BF%BB%F3%3A+frostbite,동상,frostbite,    추위 때문에 살갗이 얼어서 조직이 상하는 일. 정도에 따라 네 단계로 나뉘는데 도는 붉은 반점이 생긴 상태 도는 수포가 만들어진 상태 도는 피부가 괴사되어 궤양이 생긴 상태 도는 피부 깊숙이 괴사가 일어난 상태이다. 예방은 직접 추위에 노출되지 않도록 체표면의 보호보온에 주의한다. 의복은 보온성이 좋은 순모제품이 좋으며 신발은 발에 조금 큰 것으로 물이 새어들지 않는 것을 선택한다. 동상에 걸리기 쉬운 부위(손가락발가락귀코끝뺨 등)는 동물성 기름이나 연고 등을 발라 잘 문질러 주거나 움직여서 혈액순환을 좋게 해준다. 어린이노령자허약자 또는 피로할 때나 수면 중 술에 취해 보온을 소홀히 하였을 경우 등에는 동상에 걸릴 위험이 크므로 주의하여야 한다. 따뜻한 음료를 마시는 것도 좋다. 응급처치는 제도 및 제도 동상의 경우에는 환자의 몸을 따뜻하게 해주는 동시에 환부를 마찰하면서 서서히 온도를 높여가는 방법과  정도의 더운 목욕을 하여 한번에 동결을 녹여주는 방법이 있다. 온욕시간은 동상이 광범위할 때에는 분시간이 적당하다. 피부에 상처가 나지 않도록 하고 청결히 하여 세균감염을 막아주고 수포가 터지지 않도록 주의한다. 언 것이 녹으면 깨끗한 옷으로 덮고 빨리 의사의 치료를 받도록 한다. 전신에 동상을 입었을 때에는 환자의 기분을 돋우어주면서 마른 수건으로 먼저 마찰을 해주고 서서히 실온을 높여 따뜻하게 한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=466&Md=cd42662941fe1f8203780afed144b0b3&TitleLetter=%B5%BF%BC%BA%BE%D6%3A+homosexuality,동성애,homosexuality,    이상성욕 중에서 성애의 대상으로 동성을 택하는 성대상도착. 이성에 대한 성적 관심은 거의 없거나 매우 희박하며 때로는 혐오감을 갖는 사람도 있다. 남성의 경우  여성의 경우  가량이 있다고 한다. 여러 형태가 있을 수 있으며 진정한 의미의 동성애는 치료가 매우 어렵지만 일시적인 것도 있으므로 동성애 경향을 정상인의 성애 경향으로 바로잡는 일이 불가능한 것만은 아니다. 동성애 경향을 정상인의 성애 경향으로 바로잡는 일이 불가능한 것만은 아니다. 동성애의 별명으로 남성의 경우는 우라니즘() 여성의 경우는 동성애에 빠졌던 그리스의 여성시인 사포의 이름을 따서 사피즘() 또는 사포의 출생지 레스보스섬의 이름을 따서 레스비언 사랑( )이라고 한다. 성행위의 양식으로 보아서 계간이라고 불리는 페더래스티()나 소도미()가 있고 서로 외부성기를 마찰하여 성감을 만족시킨다는 트리바디즘() 등이 있다. 동성애가 널리 일반인들에게 알려지게 된 계기는 후천성면역결핍증()이 주로 동성연애자들 사이에서 전염되는 것으로 사회적 지탄을 받게 되면서부터이다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=467&Md=2945c8a1e5b27cffcfe87f90b5eaec32&TitleLetter=%B5%BF%C0%A7%BF%F8%BC%D2%3A+isotope,동위원소,isotope,    원자번호는 같지만 질량 수가 다른 원소. 동위체라고도 한다. 라는 명칭은 . 소디가 명명한 것이다. 동위원소는 보통원소기호의 왼쪽 어깨에 질량수를 붙여 표시한다. 일반적으로 동위원소는 성질이 비슷하지만 원자번호가 작은 원소 예를 들어 수소의 동위원소(수소  중수소  중수소 ) 등에서는 화학적 성질까지도 약간 다른데가 있다. 동위원소에는 안정한 동위원소와 불안정한 방사성동위원소가 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=468&Md=55c86db853c892978e0137bcbf70e5f8&TitleLetter=%B5%BF%C1%A4%2C+%B0%F8%B0%A8%3A+sympathy,"동정, 공감",sympathy,    . 어떤 기관의 질환이나 장애에 의해서 다른 기관에 생긴 변화. . 정신과 신체 사이에 존재하는 관계로서 서로 다른 쪽에 영향을 미친다. . 어떤 사람에 의해서 일어난 작용이 다른 사람에게 영향을 미치는 것으로서 예를 들어 최면술 하품 히스테리증상의 전이 등에서 볼 수 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=469&Md=9487ca636f3c350eb8d74a833a849bc8&TitleLetter=%B5%BF%C8%AD%C0%DB%BF%EB%2C+%C7%D5%BC%BA%B4%EB%BB%E7%3A+anabolism,"동화작용, 합성대사",anabolism,    생물체가 간단한 물질로부터 복잡한 물질을 합성하는 것을 이르는 말. 반대말은 분해대사()
http://m.kmle.co.kr//ebook_terminology_view.php?Num=470&Md=2c0253bffe0a599d770417a9cc507b31&TitleLetter=%B5%C7%B8%D4%C0%D3%3A+feedback,되먹임,feedback,    입력과 출력을 갖춘 제어시스템에서 출력의 일부를 입력측으로 되돌려 입력으로 사용하는 일. 증폭기나 자동 제어 따위의 전기회로에 많이 사용한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=471&Md=cee50aca789188909692bc3f5e9fb8a3&TitleLetter=%B5%C8%C3%E2%C7%F7%2C+%C1%DF%C7%B3%3A+apoplexy,"된출혈, 중풍",apoplexy,    갑자기 심한 출혈이 일어나는 병태를 의미한다. 어떤 장기나 조직에도 행당되나 흔히 뇌에 있는 혈관의 폐쇄 혹은 파열에 의해서 일어나는 갑작스런 의식의 소실 또는 신경학적 이상을 말한다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=472&Md=f1c67eca6a3d02f079d4a783d4bc57f6&TitleLetter=%B5%CE%B0%B3%B0%AD%3A+cranial+cavity,두개강,cranial cavity,    머리뼈 속의 공간으로 뇌가 들어가는 공간이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=473&Md=5115ff67aa2f9d788654114743bcc63d&TitleLetter=%B5%CE%B1%D9%B0%C5%B8%B2%2C+%BD%C9%B0%E8%C7%D7%C1%F8%3A+palpitation,"두근거림, 심계항진",palpitation,    심장이 박동이 빠르고 세지는 일. 규칙적일 수도 있고 불규칙적일 수도 있다. 흥분 과로 심장병 따위로 말미암아 일어나는 증상이다. 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=474&Md=ce49aff9c3dbee527d2839e68498210a&TitleLetter=%B5%CE%B4%AB%BA%B8%B1%E2%2C+%BE%E7%BE%C8%BD%C3%3A+binocular+vision,"두눈보기, 양안시",binocular vision,    좌우 양쪽의 눈으로 상을 보는 경우이며 단안시에 대응하는 용어이다. 양쪽 눈을 이용해서 한 물체를 볼 경우엔 입체적으로 보인다. 양쪽 안구의 협조적인 작용에 의하여 양안으로 동일한 점을 주시하여 하나의 물체로 보게 된다. 단안시에 비하여 맹점을 보완하고 시력을 증대하며 더욱이 공간의 퍼짐을 인지하거나 입체시를 보다 완전하게 할 수 있다. 포유류에서도 좌우 양안의 시축 각도의 벌어짐은 여러 가지로서 사자는  개는  노루는  토끼는 이다. 정면의 물체는 양쪽 눈으로 볼 수 있으나 좌우 방향에 있는 물체는 양쪽 눈을 동시에 움직여 한족 눈으로 보는 것과 같은 경우가 많다. 육식동물은 양안시형이 많고 설치류나 유제류와 같은 초식동물은 단안시형이 많다. 조류에서도 올빼미 등은 양안시형이고 닭 등은 단안시형이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=475&Md=3b3d01f159d4dc69101b0a9008bada52&TitleLetter=%B5%CE%B5%E5%B7%AF%B1%E2%3A+hives%2C+urticaria,두드러기,"hives, urticaria",    두드러기는 임상적으로 매우 흔히 관찰되는 피부질환으로서 사람의 일생 중에 적어도 한번 두드러기를 경험하는 비율은 내지 에 이른다. 두드러기는 피부 또는 점막의 깊은 부위가 일시적으로 붓는 현상(부종)을 말한다. 대개 혈관의 투과성의 증가로 혈액중의 액체성분이 피부 점막 등으로 빠져나와 그곳에 고여서 생긴다. 부종이 피하조직 또는 점막조직까지 확대되어 임상적으로 커다란 덩이를 형성한 것을 맥관부종이라고 부른다. 편의상 두드러기는 급성과 만성으로 구분하는데 일반적으로 수일 또는 수주간 지속한 후에 완전히 소실되는 경우를 급성 두드러기 지속적 또는 간헐적으로 적어도 주이상 경과하는 경우를 만성 두드러기라 한다. 원인은 어떤 종류의 식물(예 굴 조개 등) 약물(예 페니실린) 감염 감정적 스트레스 등이다. 치료는 항히스타민제의 투여이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=476&Md=69c31afdc84a6caaecf291c14ae5bd80&TitleLetter=%B5%CE%B8%A7%B1%E6%3A+,두름길,,   두름수술 에돌기 
http://m.kmle.co.kr//ebook_terminology_view.php?Num=477&Md=88276dce1582921735ebcae90febf531&TitleLetter=%B5%CE%B8%A7%BC%F6%BC%FA%2C+%BF%A1%B5%B9%B1%E2%3A+bypass,"두름수술, 에돌기",bypass,    . 정상적인 해부학적 경로로부터 혈액이나 그 밖의 액체의 흐름을 전환시키는 외과적 절차 중의 하나이다. 일시적이거나 영구적일 수 있으며 측로 수술은 일반적으로 심장과 소화기 병의 치료로서 수행한다. . 정상 통로에 있는 내용물을 한 부분에서 다른 먼 부분으로 가는 길을 변경하는 것.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=478&Md=f31a3f7d952093cfc6ccf0e2bee0f040&TitleLetter=%B5%DA%B9%AB%C1%F7%3A+tenesmus,뒤무직,tenesmus,    대변을 보고 나서도 또 대변을 보고 싶은 느낌. 즉 이질의 증상. 배변하기 전에는 배가 아프고 급하여 참기 어려우며 일단 배변을 하더라도 시원하게 되지 않고 뒤가 묵직한 느낌이 있다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=479&Md=fa2b0f51da1bad35bec62c25d37dc7a6&TitleLetter=%B5%DE%C2%CA%C0%C7%3A+posterior,뒷쪽의,posterior,    형용사로 뒤를 뜻하는 말이다.    이에 반대되는 말로 앞쪽의()가 있다. 여기서 앞 뒤의 구분은 바로 서 있는 위치에서 손바닥을 등쪽으로 돌린채 서 있는 사람을 기준으로 함. 이 말은 아주 자주 쓰이는 말로써 거의 모든 의학부분에서 접할 수 있는 말이다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=480&Md=18ad58c590078d5276c52518ef1a4ce7&TitleLetter=%B5%E8%B1%E2%2C+%C3%BB%B0%A2%2C+%C3%BB%B7%C2%3A+hearing,"듣기, 청각, 청력",hearing,    어떤 범위의 주파수의 음파가 청각기를 자극하여 생기는 감각. 음파의 주파수는 에서 만 (는 매초 사이클)까지이고 청각기관은 바깥귀가운데귀속귀로 구분된다. 청각 수용기는 속귀의 달팽이관에 있고 바깥귀 및 가운데귀는 음을 속귀에 전달하는 전음기이다. 바깥귀는 귓바퀴와 바깥귀길로 이루어져 있으며 고막이 가운데귀와의 경계를 이룬다. 가운데귀는 망치뼈모루뼈등자뼈라고 하는 세 개의 귓속뼈가 있어 고막의 진동을 달팽이관의 안뜰창에 전달한다. 이 때 음파의 진폭은 감쇠되지만 음압은 약 배로 증강된다. 달팽이관은 조개껍데기의 나사 모양의 골관이며 횡단면에서는 기저막과 안뜰막에 의해 세 방으로 나누어진다. 양막으로 둘러싸인 부분이 달팽이관인데 내림프로 가득 차 있고 그 위에 있는 안뜰계와 밑에 있는 고실계는 외림프로 가득 차 있다. 기저막 위에는 털세포가 배열되어 있다. 안뜰창에 전달된 음파는 안뜰계의 외림프를 통해서 달팽이세관의 내림프로 전해지고 끝에 가서는 기저막 위에 털세포에 진동자극을 주게 된다. 털세포가 흥분하면 여기에 부착해 있는 달팽이관신경으로 충동이 발사된다. 달팽이관 신경은 제뇌신경의 일부로서 숨뇌에 들어가 숨뇌의 올리브핵 중간뇌의 아래언덕 안쪽무릎체에 의해서 연접전달을 하여 대뇌겉질 관자엽의 청각부에 이르러 청각을 발생시킨다.
http://m.kmle.co.kr//ebook_terminology_view.php?Num=481&Md=d42cd703b3c7e7d745d4e0f6e6b077d7&TitleLetter=%B5%E9%3A+%B1%B8%BD%C9-%3A+afferent,들,구심-: afferent,    중심으로 향하는 몸의 중심으로 들어오는.
